1868.627218,0.016714,-0.015555,1.010770,0.000916,-0.005040,-0.001833
1870.751292,0.016836,-0.015189,1.011010,0.001374,-0.005040,-0.001833
1870.751534,0.016836,-0.015189,1.011010,0.001374,-0.005040,-0.001833
1870.752527,0.016836,-0.015250,1.010770,0.001985,-0.005192,-0.001985
1870.753668,0.016836,-0.015250,1.010770,0.002291,-0.005345,-0.001985
1870.754805,0.016470,-0.014884,1.011260,0.002443,-0.005498,-0.002138
1870.755947,0.016287,-0.014518,1.011500,0.002138,-0.005803,-0.002138
1870.757086,0.016348,-0.014640,1.011620,0.001833,-0.006261,-0.002138
1870.758227,0.016287,-0.014884,1.011320,0.001222,-0.006414,-0.001985
1870.759370,0.016592,-0.014884,1.011260,0.000916,-0.006414,-0.001985
1870.760510,0.017019,-0.015250,1.011620,0.000458,-0.006261,-0.001985
1870.761651,0.017324,-0.015494,1.011990,0.000305,-0.005956,-0.001985
1870.762826,0.017385,-0.015494,1.012110,0.000000,-0.005498,-0.001985
1870.763931,0.017202,-0.015372,1.012110,0.000000,-0.005192,-0.001985
1870.765122,0.016714,-0.015311,1.012110,0.000153,-0.004887,-0.002138
1870.766268,0.016470,-0.015311,1.012110,0.000305,-0.004581,-0.002138
1870.767351,0.016775,-0.015494,1.011990,0.000611,-0.004123,-0.002291
1870.768490,0.017080,-0.015677,1.011620,0.001069,-0.003971,-0.002291
1870.769641,0.016958,-0.015616,1.011620,0.001374,-0.003818,-0.002291
1870.770773,0.016836,-0.015616,1.011870,0.001833,-0.003665,-0.002291
1870.771910,0.017202,-0.015982,1.011680,0.001680,-0.003512,-0.002291
1870.773104,0.017324,-0.016470,1.011200,0.001527,-0.003207,-0.002138
1870.774197,0.017202,-0.016592,1.010710,0.000916,-0.003054,-0.001985
1870.775383,0.017019,-0.016592,1.010890,0.000611,-0.002902,-0.001833
1870.776530,0.016714,-0.017019,1.011320,0.000153,-0.003054,-0.001527
1870.777612,0.016470,-0.017080,1.011010,-0.000305,-0.003207,-0.001374
1870.778803,0.016470,-0.016836,1.010650,-0.000916,-0.003207,-0.001222
1870.779939,0.016836,-0.016836,1.010340,-0.001069,-0.003512,-0.001069
1870.781036,0.017202,-0.016958,1.010040,-0.001374,-0.003512,-0.000916
1870.782171,0.017446,-0.016836,1.010040,-0.001222,-0.003512,-0.000916
1870.783313,0.017629,-0.016592,1.010040,-0.001069,-0.003360,-0.000916
1870.784505,0.018178,-0.016348,1.010280,-0.000916,-0.003054,-0.001069
1870.785607,0.018605,-0.016470,1.010650,-0.000764,-0.002749,-0.001222
1870.786783,0.018300,-0.016653,1.010950,-0.000305,-0.002596,-0.001374
1870.787922,0.017690,-0.016470,1.010770,0.000000,-0.002443,-0.001222
1870.789065,0.017324,-0.016104,1.010650,0.000458,-0.002443,-0.001374
1870.790205,0.017141,-0.015738,1.010650,0.000764,-0.002443,-0.001374
1870.791292,0.016714,-0.015311,1.010340,0.001222,-0.002596,-0.001374
1870.792491,0.016409,-0.015189,1.010400,0.001374,-0.002749,-0.001374
1870.793576,0.016348,-0.015250,1.010710,0.001527,-0.002902,-0.001527
1870.794716,0.016348,-0.015555,1.010770,0.001222,-0.003207,-0.001833
1870.795857,0.016348,-0.015372,1.010890,0.000764,-0.003665,-0.002291
1870.796995,0.016104,-0.015250,1.011070,0.000305,-0.004123,-0.002596
1870.798186,0.016409,-0.015250,1.011140,0.000000,-0.004429,-0.002596
1870.799285,0.016714,-0.014945,1.011380,0.000153,-0.004581,-0.002443
1870.800466,0.016775,-0.015006,1.011810,0.000458,-0.004429,-0.002138
1870.801562,0.016836,-0.015494,1.012050,0.000916,-0.004429,-0.001985
1870.802755,0.016836,-0.015616,1.011990,0.001374,-0.004429,-0.001680
1870.803837,0.016836,-0.015555,1.011930,0.001680,-0.004429,-0.001680
1870.805034,0.016775,-0.015494,1.011750,0.001680,-0.004429,-0.001833
1870.806119,0.016836,-0.015616,1.011500,0.001833,-0.004276,-0.001985
1870.807260,0.016958,-0.015860,1.011620,0.001833,-0.003971,-0.002291
1870.808397,0.016958,-0.015982,1.011750,0.001833,-0.003360,-0.002443
1870.809588,0.017202,-0.015982,1.011620,0.001527,-0.002902,-0.002443
1870.810678,0.017324,-0.015677,1.011500,0.001374,-0.002902,-0.002443
1870.812104,0.017568,-0.015250,1.011010,0.000305,-0.003360,-0.001833
1870.813428,0.017934,-0.015372,1.010530,0.000305,-0.003360,-0.001833
1870.814353,0.018056,-0.015616,1.010220,-0.000458,-0.003512,-0.001374
1870.815470,0.017690,-0.016043,1.010280,-0.000764,-0.003665,-0.001222
1870.816434,0.017080,-0.016348,1.009980,-0.001069,-0.003818,-0.001222
1870.817571,0.016714,-0.016287,1.009670,-0.001069,-0.004123,-0.001374
1870.818658,0.016653,-0.016104,1.009310,-0.001069,-0.004276,-0.001833
1870.819800,0.016653,-0.015616,1.009180,-0.000916,-0.004276,-0.002138
1870.820991,0.016592,-0.015433,1.009430,-0.000916,-0.004276,-0.002443
1870.822090,0.016775,-0.015494,1.009670,-0.000916,-0.004276,-0.002443
1870.823218,0.017080,-0.015738,1.009920,-0.000611,-0.004581,-0.002596
1870.824410,0.017080,-0.015738,1.010460,-0.000153,-0.004581,-0.002902
1870.825539,0.016958,-0.015494,1.011140,0.000305,-0.004734,-0.002902
1870.826680,0.016836,-0.015372,1.011620,0.000458,-0.005192,-0.003054
1870.827804,0.016592,-0.015128,1.011870,0.000458,-0.005345,-0.002749
1870.828971,0.016531,-0.015250,1.011870,0.000305,-0.005345,-0.002443
1870.830061,0.016836,-0.015616,1.011930,0.000000,-0.005040,-0.001985
1870.831202,0.017202,-0.015860,1.011990,-0.000305,-0.004734,-0.001985
1870.832392,0.017324,-0.015616,1.012050,-0.000305,-0.004429,-0.001985
1870.833482,0.017446,-0.015494,1.012110,-0.000153,-0.004123,-0.002138
1870.834625,0.017690,-0.015494,1.011870,0.000153,-0.003665,-0.002291
1870.835772,0.017568,-0.015494,1.011750,0.000611,-0.003207,-0.002291
1870.836904,0.017324,-0.015494,1.011990,0.000916,-0.002902,-0.002138
1870.838095,0.017019,-0.015494,1.011990,0.001069,-0.002596,-0.001985
1870.839199,0.016775,-0.015555,1.012110,0.000916,-0.002596,-0.001985
1870.840325,0.016348,-0.015738,1.012110,0.000611,-0.002443,-0.001833
1870.841463,0.016226,-0.015738,1.011990,0.000305,-0.002443,-0.001833
1870.842654,0.016348,-0.015738,1.011260,0.000153,-0.002596,-0.001833
1870.843750,0.016409,-0.015738,1.010770,-0.000153,-0.002749,-0.001833
1870.844882,0.016592,-0.015860,1.010890,-0.000153,-0.002902,-0.001985
1870.846074,0.016409,-0.015616,1.010890,-0.000153,-0.002902,-0.001985
1870.847214,0.016226,-0.015494,1.010590,0.000153,-0.002902,-0.001833
1870.848319,0.016470,-0.015494,1.010160,0.000305,-0.003054,-0.001833
1870.849445,0.016165,-0.015494,1.009790,0.000458,-0.003360,-0.001680
1870.850634,0.015982,-0.015433,1.009730,0.000458,-0.003818,-0.001680
1870.851747,0.016104,-0.015189,1.009920,0.000611,-0.004123,-0.001680
1870.852864,0.016287,-0.015067,1.010220,0.000458,-0.004429,-0.001680
1870.854056,0.016470,-0.015311,1.010340,0.000000,-0.004429,-0.001680
1870.855196,0.016226,-0.015799,1.010400,-0.000305,-0.004276,-0.001833
1870.856317,0.015982,-0.015799,1.010710,-0.000458,-0.003971,-0.001833
1870.857431,0.015799,-0.015433,1.010890,-0.000764,-0.003512,-0.001680
1870.858563,0.016104,-0.015494,1.010890,-0.001069,-0.003360,-0.001527
1870.859752,0.016531,-0.015860,1.010890,-0.001527,-0.003054,-0.001222
1870.860846,0.016470,-0.016043,1.010890,-0.001527,-0.002902,-0.001222
1870.861981,0.016592,-0.016348,1.011140,-0.001527,-0.002749,-0.001222
1870.863171,0.016714,-0.016287,1.011320,-0.001527,-0.002596,-0.001374
