imu: 2618863380287 0.010431 -0.036539 1.01187 0.00213803 -0.00274889 -0.000916298
rightwheel: 2618863532563 0.444666 3.9351
leftwheel: 2618863961678 0.576 -5.09734
ofs: 2618864439218 0 0 202 74 0
rightwheel: 2618864539861 0.444666 3.9351
imu: 2618864521191 0.010492 -0.036356 1.01223 0.00152716 -0.00290161 -0.000916298
leftwheel: 2618864958766 0.576 -5.09734
rightwheel: 2618865533448 0.444666 3.9351
imu: 2618865663262 0.010858 -0.036661 1.01199 0.000916298 -0.00305433 -0.000916298
leftwheel: 2618865958771 0.576 -5.09734
rightwheel: 2618866542204 0.444666 3.9351
imu: 2618866804166 0.011102 -0.036783 1.01162 0.000763582 -0.00320704 -0.000763582
leftwheel: 2618866959359 0.576 -5.09734
rightwheel: 2618867546877 0.444666 3.9351
leftwheel: 2618867959656 0.576 -5.09734
imu: 2618868008081 0.011224 -0.036966 1.01144 0.000610865 -0.00351248 -0.000458149
rightwheel: 2618868532879 0.444666 3.9351
leftwheel: 2618868959369 0.576 -5.09734
imu: 2618869083057 0.01098 -0.037027 1.01101 0.000610865 -0.00412334 0
rightwheel: 2618869533176 0.444666 3.9351
leftwheel: 2618869959374 0.576 -5.09734
imu: 2618870223670 0.010919 -0.0366 1.01071 0.000305433 -0.00458149 0.000305433
rightwheel: 2618870533473 0.444666 3.9351
leftwheel: 2618870960546 0.576 -5.09734
imu: 2618871368074 0.01098 -0.0366 1.0104 0 -0.00503964 0.000458149
rightwheel: 2618871532894 0.444666 3.9351
leftwheel: 2618871960551 0.576 -5.09734
rightwheel: 2618872532607 0.444666 3.9351
imu: 2618872511312 0.010919 -0.036661 1.01016 -0.000610865 -0.00534507 0.000305433
ofs: 2618872809884 0 0 196 74 0
leftwheel: 2618872960556 0.576 -5.09734
rightwheel: 2618873526778 0.444666 3.9351
imu: 2618873646090 0.010675 -0.036478 1.0104 -0.00106901 -0.00549779 0.000152716
leftwheel: 2618873959686 0.576 -5.09734
rightwheel: 2618874533492 0.444666 3.9351
imu: 2618874790203 0.010248 -0.036234 1.01065 -0.00167988 -0.00580322 0
leftwheel: 2618874959982 0.576 -5.09734
rightwheel: 2618875531747 0.444666 3.9351
leftwheel: 2618875959987 0.576 -5.09734
imu: 2618875926732 0.010309 -0.036234 1.01059 -0.00229074 -0.00580322 0
rightwheel: 2618876533211 0.444666 3.9351
leftwheel: 2618876959992 0.576 -5.09734
imu: 2618877066761 0.01037 -0.036356 1.01077 -0.00259618 -0.00595594 0
rightwheel: 2618877537300 0.444666 3.9351
leftwheel: 2618877960289 0.576 -5.09734
