leftwheel: 336188530698 0 -0
rightwheel: 336188626948 0 0
imu: 336189102073 -0.166164 -0.039528 0.998692 -0.0181732 0.0137445 -0.0216857
leftwheel: 336189527323 0 -0
rightwheel: 336189640782 0 0
imu: 336190251532 -0.165493 -0.039284 0.999546 -0.0171042 0.0126755 -0.0197004
leftwheel: 336190527157 0 -0
rightwheel: 336190642365 0 0
leftwheel: 336191526698 0 -0
imu: 336191391657 -0.164822 -0.039162 1.0004 -0.0161879 0.011301 -0.0174097
rightwheel: 336191641032 0 0
leftwheel: 336192528282 0 -0
rightwheel: 336192639407 0 0
imu: 336192530907 -0.163846 -0.038918 1.00174 -0.0155771 0.00977384 -0.0151189
leftwheel: 336193529865 0 -0
ofs: 336193520532 0 0 254 139 0
rightwheel: 336193646240 0 0
imu: 336193671323 -0.16287 -0.038796 1.00345 -0.0151189 0.00809396 -0.0129809
leftwheel: 336194530865 0 -0
rightwheel: 336194643740 0 0
imu: 336194813782 -0.162382 -0.038491 1.00455 -0.014508 0.00626137 -0.0108429
leftwheel: 336195531282 0 -0
rightwheel: 336195646782 0 0
imu: 336195950407 -0.161833 -0.038308 1.00504 -0.0142026 0.00427606 -0.00885755
leftwheel: 336196531115 0 -0
rightwheel: 336196642532 0 0
imu: 336197092573 -0.161284 -0.038064 1.00552 -0.0138972 0.00244346 -0.00671952
leftwheel: 336197529198 0 -0
rightwheel: 336197652573 0 0
imu: 336198256032 -0.16043 -0.03782 1.00589 -0.0137445 0.000152716 -0.00473421
leftwheel: 336198530782 0 -0
rightwheel: 336198644532 0 0
imu: 336199371948 -0.159759 -0.037332 1.00613 -0.0135918 -0.00198531 -0.00259618
leftwheel: 336199530615 0 -0
rightwheel: 336199642323 0 0
leftwheel: 336200526948 0 -0
rightwheel: 336200642740 0 0
imu: 336200514407 -0.158966 -0.036722 1.00662 -0.0137445 -0.00412334 -0.000305433
leftwheel: 336201527365 0 -0
rightwheel: 336201641698 0 0
imu: 336201649573 -0.158234 -0.036234 1.00748 -0.0140499 -0.00610865 0.0018326
ofs: 336201872698 0 0 240 138 0
leftwheel: 336202529532 0 -0
rightwheel: 336202641240 0 0
imu: 336202790282 -0.157746 -0.036051 1.00857 -0.0143553 -0.00809396 0.00412334
leftwheel: 336203528490 0 -0
rightwheel: 336203639615 0 0
imu: 336203931865 -0.157136 -0.035807 1.00937 -0.0146608 -0.010232 0.00610865
leftwheel: 336204529198 0 -0
rightwheel: 336204640907 0 0
imu: 336205073448 -0.156282 -0.035624 1.0101 -0.0149662 -0.0120646 0.00809396
leftwheel: 336205527865 0 -0
rightwheel: 336205643657 0 0
imu: 336206210657 -0.155672 -0.035136 1.01065 -0.0151189 -0.0138972 0.0103847
leftwheel: 336206530323 0 -0
rightwheel: 336206643782 0 0
imu: 336207351073 -0.155062 -0.034465 1.01138 -0.0152716 -0.0154243 0.0128282
leftwheel: 336207528990 0 -0
rightwheel: 336207643907 0 0
leftwheel: 336208528240 0 -0
imu: 336208490323 -0.154208 -0.033916 1.01199 -0.0154243 -0.0172569 0.0154243
rightwheel: 336208674365 0 0
leftwheel: 336209530407 0 -0
imu: 336209640365 -0.153293 -0.033062 1.0126 -0.0157298 -0.0189368 0.0181732
rightwheel: 336209794948 0 0
ofs: 336210108344 0 0 245 139 0
leftwheel: 336210530240 0 -0
rightwheel: 336210644573 0 0
imu: 336210783990 -0.152561 -0.032269 1.0137 -0.0161879 -0.0207694 0.0207694
leftwheel: 336211538240 0 -0
rightwheel: 336211646157 0 0
imu: 336211914782 -0.152012 -0.031842 1.0151 -0.0171042 -0.022602 0.0233656
leftwheel: 336212529032 0 -0
rightwheel: 336212644823 0 0
imu: 336213105657 -0.151158 -0.031537 1.01614 -0.0181732 -0.0245873 0.0259618
leftwheel: 336213530032 0 -0
rightwheel: 336213644657 0 0
imu: 336214206407 -0.150182 -0.031171 1.01693 -0.0195477 -0.0268781 0.0287107
leftwheel: 336214529865 0 -0
rightwheel: 336214644198 0 0
imu: 336215336615 -0.14945 -0.030622 1.01766 -0.0210749 -0.0290161 0.0314596
leftwheel: 336215529990 0 -0
rightwheel: 336215644323 0 0
leftwheel: 336216528657 0 -0
imu: 336216474698 -0.14884 -0.030561 1.01772 -0.022602 -0.0311541 0.0342085
rightwheel: 336216644448 0 0
leftwheel: 336217529948 0 -0
rightwheel: 336217642532 0 0
imu: 336217613657 -0.148108 -0.030744 1.01785 -0.0242819 -0.0334449 0.0369573
ofs: 336218303011 0 0 240 138 0
leftwheel: 336218529782 0 -0
rightwheel: 336218644407 0 0
imu: 336218776532 -0.147254 -0.030744 1.01858 -0.0264199 -0.0355829 0.0397062
leftwheel: 336219530198 0 -0
rightwheel: 336219651532 0 0
imu: 336219921907 -0.146644 -0.030683 1.01974 -0.0288634 -0.0374155 0.0424551
leftwheel: 336220530615 0 -0
rightwheel: 336220644073 0 0
imu: 336221036657 -0.146156 -0.030561 1.02071 -0.0314596 -0.0390954 0.045204
leftwheel: 336221528698 0 -0
rightwheel: 336221645073 0 0
imu: 336222226657 -0.145424 -0.030195 1.02144 -0.0342085 -0.0404698 0.0481056
leftwheel: 336222531157 0 -0
rightwheel: 336222645198 0 0
leftwheel: 336223529240 0 -0
imu: 336223365323 -0.144875 -0.030012 1.02224 -0.0371101 -0.0418443 0.0507018
rightwheel: 336223644740 0 0
leftwheel: 336224530823 0 -0
imu: 336224474532 -0.144082 -0.029524 1.02297 -0.0397062 -0.0432187 0.0531453
rightwheel: 336224641948 0 0
leftwheel: 336225530948 0 -0
rightwheel: 336225641782 0 0
imu: 336225594823 -0.142984 -0.028853 1.02407 -0.0423024 -0.0445932 0.055436
leftwheel: 336226529323 0 -0
ofs: 336226528156 0 0 247 138 0
rightwheel: 336226645115 0 0
imu: 336226734365 -0.141581 -0.028426 1.02523 -0.0445932 -0.0461203 0.0578795
leftwheel: 336227538198 0 -0
rightwheel: 336227643365 0 0
imu: 336227875823 -0.140056 -0.028182 1.02639 -0.0470366 -0.0478002 0.0604757
leftwheel: 336228533532 0 -0
rightwheel: 336228644657 0 0
imu: 336229017115 -0.138836 -0.02806 1.02761 -0.0494801 -0.0493274 0.0630718
leftwheel: 336229533073 0 -0
rightwheel: 336229644490 0 0
leftwheel: 336230530865 0 -0
imu: 336230214115 -0.137982 -0.027755 1.02895 -0.0517708 -0.0507018 0.065668
rightwheel: 336230644323 0 0
leftwheel: 336231532448 0 -0
imu: 336231382532 -0.137128 -0.027694 1.02992 -0.0542143 -0.0519235 0.0681115
rightwheel: 336231656990 0 0
leftwheel: 336232533740 0 -0
imu: 336232505157 -0.136213 -0.027877 1.03078 -0.0566578 -0.0531453 0.0707077
rightwheel: 336232645448 0 0
leftwheel: 336233533282 0 -0
rightwheel: 336233642365 0 0
imu: 336233648490 -0.135542 -0.027938 1.03163 -0.0589485 -0.054367 0.0729984
leftwheel: 336234533407 0 -0
rightwheel: 336234644240 0 0
ofs: 336234843302 0 0 243 138 0
imu: 336234733490 -0.134566 -0.027816 1.03249 -0.061392 -0.0558942 0.0752891
leftwheel: 336235532948 0 -0
rightwheel: 336235644073 0 0
imu: 336235854365 -0.133346 -0.027694 1.03297 -0.0638354 -0.057574 0.0774272
leftwheel: 336236532782 0 -0
rightwheel: 336236644490 0 0
imu: 336236993907 -0.13176 -0.027999 1.03346 -0.0662789 -0.0591012 0.0797179
leftwheel: 336237555948 0 -0
rightwheel: 336237643907 0 0
imu: 336238140032 -0.129747 -0.02806 1.03432 -0.0684169 -0.0606284 0.0818559
leftwheel: 336238547198 0 -0
rightwheel: 336238645198 0 0
imu: 336239278990 -0.128222 -0.028182 1.03529 -0.0702495 -0.0620028 0.083994
leftwheel: 336239547615 0 -0
rightwheel: 336239644157 0 0
leftwheel: 336240544240 0 -0
imu: 336240425240 -0.12749 -0.028731 1.03645 -0.0720821 -0.0632246 0.0864374
rightwheel: 336240645448 0 0
leftwheel: 336241548740 0 -0
imu: 336241573240 -0.126636 -0.029402 1.03737 -0.073762 -0.0642936 0.0888809
rightwheel: 336242091240 0 0
leftwheel: 336242545948 0 -0
rightwheel: 336242647157 0 0
imu: 336242704032 -0.12505 -0.02989 1.03834 -0.0757473 -0.0655153 0.0913244
ofs: 336243221885 0 0 233 138 0
leftwheel: 336243542573 0 -0
rightwheel: 336243648157 0 0
imu: 336243844448 -0.123586 -0.030317 1.03944 -0.0775799 -0.0664316 0.0936151
leftwheel: 336244544740 0 -0
rightwheel: 336244647407 0 0
imu: 336244983115 -0.121878 -0.0305 1.04054 -0.0789543 -0.0675006 0.0959058
leftwheel: 336245549823 0 -0
rightwheel: 336245646948 0 0
imu: 336246125865 -0.119865 -0.030866 1.04139 -0.0803288 -0.0682642 0.0978912
leftwheel: 336246548198 0 -0
rightwheel: 336246647073 0 0
imu: 336247263657 -0.118218 -0.031232 1.04231 -0.0813978 -0.0693332 0.099571
leftwheel: 336247547448 0 -0
rightwheel: 336247647198 0 0
imu: 336248404073 -0.116815 -0.031354 1.0434 -0.0824668 -0.0702495 0.101098
leftwheel: 336248548740 0 -0
rightwheel: 336248645573 0 0
leftwheel: 336249543907 0 -0
imu: 336249544198 -0.115778 -0.031415 1.04481 -0.0833831 -0.0711658 0.102625
